replicate,r0.2_rho0.0_pooled_main,r0.2_rho0.0_low_main,r0.2_rho0.0_medium_main,r0.2_rho0.0_high_main,r0.2_rho0.0_pooled_control,r0.2_rho0.0_low_control,r0.2_rho0.0_medium_control,r0.2_rho0.0_high_control,r0.2_rho0.5_pooled_main,r0.2_rho0.5_low_main,r0.2_rho0.5_medium_main,r0.2_rho0.5_high_main,r0.2_rho0.5_pooled_control,r0.2_rho0.5_low_control,r0.2_rho0.5_medium_control,r0.2_rho0.5_high_control,r0.2_rho0.9_pooled_main,r0.2_rho0.9_low_main,r0.2_rho0.9_medium_main,r0.2_rho0.9_high_main,r0.2_rho0.9_pooled_control,r0.2_rho0.9_low_control,r0.2_rho0.9_medium_control,r0.2_rho0.9_high_control
10,0.010529458103569811,0.10100560224089628,0.020277734435949463,-0.06351226204767624,0.16091658242987353,0.16953742937853108,0.16283875784346835,0.15310613931688044,0.13690205278265166,0.21861750010323316,0.14128169592444306,0.075692585263648,0.03877206341544774,0.05897008342632447,0.041316555252087786,0.02335840683369314,0.1726631198002413,0.2636992649408757,0.17102352494782774,0.09369305248308808,0.0024241815573461806,0.0065754542083796795,0.002619179236094657,0.0012295434998074069
11,0.012779251354884086,0.11150044923629837,0.021577107103422866,-0.05355392156862747,0.16197876930325886,0.17013801127255804,0.16199783816274568,0.1517530054076851,0.1467151841081023,0.22809928776443078,0.13887990964500618,0.08019097365406644,0.04038691371705136,0.05706898243548231,0.03722856355114419,0.02266233337964113,0.18027945667825332,0.2780642753472942,0.17295474065770888,0.09798020983541343,0.002324961508092461,0.0062003266194883,0.003592075311988834,0.0011578088660178735
12,0.01916568579247188,0.10295350025549305,0.014344918410601482,-0.05827565982404692,0.16081662424027363,0.170370526151809,0.1618345543754381,0.15208843738421204,0.13734647898656765,0.2081424457895046,0.14922113807097837,0.0783273117859584,0.039614842886602636,0.05619988281576967,0.04160114835974699,0.02249423404564227,0.17003412428501993,0.2502847222222223,0.18232167767670832,0.09614195920034488,0.0022660515267275867,0.00587155923439571,0.0033733784048222935,0.001237752019052643
13,0.01747421243378869,0.09824834268230498,0.042011599841492886,-0.05664357864357866,0.1609440430737696,0.17208833776603255,0.16331957823569412,0.15347873935372738,0.13861684026830998,0.22809986504723356,0.1367965926690759,0.07008187956371635,0.03896171748836326,0.05981234761407175,0.03973448722477335,0.02083096424248313,0.16684753155669219,0.25150531537916376,0.184460765365288,0.09559439775910365,0.0022811501240625545,0.005763201035375327,0.0029882936339826367,0.001363579566202153
14,0.013031781496511796,0.08728690228690233,0.011101789190692546,-0.060101596516690864,0.16052331294537064,0.16654871173760988,0.16328812197293832,0.15148853636746576,0.14079359238543815,0.2017346481398476,0.1367013888888889,0.08386797835710771,0.039353367614578305,0.05971279741749063,0.04093491104193484,0.02345017869739468,0.17296025333042148,0.26232945306248867,0.18501965757767913,0.10353345388788429,0.0024247241228373337,0.006024165788549342,0.0026551053625993165,0.0012749648293922545
15,0.00819513599881097,0.10317447588498102,0.017546382189239346,-0.06342535439104338,0.1619924821400263,0.16704398057908354,0.16113074422120743,0.15167860244916406,0.13563223847778016,0.2176439790575916,0.13518653154145555,0.06941346461666248,0.03872920768440813,0.05817402663114471,0.040435091175064816,0.02298729496837454,0.16849764998470212,0.2707554112554112,0.19152150288689607,0.09855754903145261,0.00214997776797397,0.00604822733937406,0.0038849711859266015,0.0015151144888932312
16,0.016667868093,0.09604990165171232,0.017893079560562575,-0.05863323437029383,0.16098907253226868,0.16909279598720056,0.16306536093222768,0.15274674496186907,0.14452094613850097,0.21512820512820513,0.14612047769582015,0.07728161359386958,0.03838752016398047,0.05967564735741861,0.04054303907548115,0.02231266364337636,0.18355030087295535,0.26846674769925344,0.17527816189767048,0.10061151079136693,0.0021843847627153953,0.005355915065722958,0.0033355551815070425,0.0012738762676376015
17,0.021935231394965365,0.11593217575609363,0.023371768106632412,-0.05884170788857068,0.16101498662278316,0.1673912617280493,0.16300337005180823,0.1534981802220312,0.14062751007997892,0.20681951219512193,0.1451587802313354,0.06265945945945946,0.03940487824773366,0.05788169446611439,0.041314459212842575,0.022377881178311992,0.169758354021182,0.2693485605170387,0.19053942567031573,0.09936802090757899,0.0022093016685595483,0.00555366540727277,0.003423519485740746,0.001195643760085267
18,0.019984062490157273,0.10198830409356721,0.007280149947364367,-0.06250040978808102,0.1614544113889007,0.16914742739200944,0.16190751600725914,0.1522235175621346,0.13315452688904017,0.20927008042349587,0.1368407224958949,0.07151393534002232,0.037649115492027915,0.06027753615569172,0.04030056952656537,0.023522140813076083,0.1768042003186638,0.2563907781716001,0.16067094958394515,0.10528647822765472,0.0023788409836296327,0.006747161700293047,0.0040162016201620125,0.0013419322525029826
19,0.016340833760004364,0.10014044492093277,-0.0033860759493670456,-0.044650216450216426,0.1623116558227869,0.16732832000634934,0.16306640464198907,0.15230756310794882,0.12961356677396568,0.22500304033511248,0.15688311688311693,0.08071186440677966,0.039725018891984126,0.058621584984358724,0.039325942484458046,0.0212392065105428,0.16543234472638663,0.25160709534368075,0.1728838791571465,0.09331054131054133,0.0022655377594990103,0.0057808221005085925,0.0035090885222623033,0.001254746004927032
20,0.018150597103129912,0.09562934740815829,0.010585858585858615,-0.04959023560845277,0.1613155866798282,0.16736098593019175,0.1644941528180779,0.1521108296294621,0.14429870595664812,0.19423823749066468,0.1449889341875364,0.07376641817536386,0.03770509765227359,0.06080095290378794,0.0423287136050394,0.02185371608802883,0.1713979857198838,0.24754486877259152,0.1765142085048887,0.09655458968891806,0.002262578248668875,0.006339327521110615,0.002448401022314809,0.001356823506568185
21,0.008743488332804888,0.11029982363315699,0.007847346938775507,-0.047402796399157274,0.16139667545850456,0.16873432528316784,0.1638953488372093,0.1525927517927462,0.1212592769169647,0.21292944182389928,0.1500432900432901,0.06180648597709627,0.038080118256707866,0.058536552649228725,0.04013403727289754,0.02303978751660026,0.18270542794229122,0.2606279386290522,0.17650777202072537,0.11184784907982537,0.0023015339904504384,0.005889498432601888,0.004305288450683592,0.0012070204575220112
22,0.01770334117345293,0.11499999999999999,0.03510575139146577,-0.05582618093966557,0.1614232335622991,0.1677765852590078,0.16109623419463232,0.15242782744354288,0.13202900534295356,0.21001649746192894,0.13722712196592793,0.08669099756690998,0.03945265595188588,0.06088509949366956,0.03946231747443309,0.022674249146829906,0.16340836464894964,0.27120907114010545,0.1681406495922164,0.10209290012033696,0.002242449541323622,0.007262627489072363,0.00287597064964722,0.0013558646129305605
23,0.019360660454410455,0.09034506172839513,0.008065425165040885,-0.05474099182079434,0.16127710449584132,0.16770045055540703,0.1628878749688298,0.15208124067817247,0.13244834852369947,0.20783994153115296,0.13549568221070812,0.08026334799425758,0.037083707850877876,0.055970140602278784,0.03828934226068659,0.02241114340998867,0.17185045948203842,0.2825602953240361,0.178172380791533,0.10575406768901809,0.0022208606476464866,0.005658383886851512,0.0030365638925562884,0.0012271098412551008
24,0.012864707056592484,0.10985754985754981,0.02705670648041933,-0.050541889483065955,0.16044460623165535,0.16983188810259478,0.16433977920128887,0.15278931016163264,0.13733013564392182,0.20829032258064517,0.13785359927103374,0.07314853801169588,0.03927888068317843,0.057447353330828704,0.04038355873665604,0.02268499817530939,0.17089017020615394,0.2627860379495894,0.1797004048582996,0.09630415480452123,0.002153003847292105,0.005178755543409394,0.003911806103351748,0.001113454303214155
25,0.019111381618989703,0.11292638544251449,0.03997680538828677,-0.053769192669638435,0.16125679685347308,0.16927804763580898,0.16475060877178582,0.1519464980544747,0.13273746200607905,0.2246444906444907,0.1432621700879765,0.07521032238214737,0.04073338812318832,0.05745347925799054,0.04071776728438212,0.022610414014669334,0.17480335607132355,0.2485507246376811,0.18410495641100988,0.09990724637681159,0.0024832070575481063,0.0060143022642219005,0.0038717973418080608,0.00117955364553134
26,0.023205547249574687,0.10151046751274542,0.013607344632768359,-0.061939939939939945,0.16072210402984616,0.1681950046685341,0.1644047538335399,0.1527511961722488,0.13983019346118103,0.22474684119625482,0.1440887445887446,0.06898503875706596,0.040496152736618496,0.05888738588257201,0.04019274610620566,0.02180347003778662,0.17777353368021453,0.2623333801257155,0.18935459908236835,0.0953157121879589,0.002345193374890756,0.005977163205710206,0.003110286560469376,0.0013535009866631302
27,0.008362100007201667,0.09457174404542829,0.015361978146358507,-0.05092289156626509,0.1596108842880036,0.17060709574359728,0.16456376956376959,0.153313081100985,0.13614577250127674,0.21679798607251444,0.13775430296108981,0.07858447488584475,0.03899462363488055,0.05558942240779401,0.04118230825777996,0.023098193631385135,0.18000980712651193,0.2566243093922652,0.19334201144919608,0.09614497240150696,0.002373010728702489,0.005560388369354952,0.0028162733538993102,0.0012685612558284848
28,0.009724986904138255,0.09577777777777782,0.01972672358067898,-0.06657464788732392,0.16002986998256213,0.16879453120073984,0.16277647737426643,0.1539112765010558,0.13408443496801714,0.210815034074482,0.1434566899312882,0.06371841430276558,0.038155048853397155,0.05853488305680099,0.0408961348678321,0.023005372492056673,0.17444124516291531,0.2751442069741282,0.17331741522093935,0.09682396754671811,0.002181017639513335,0.0059830014285061975,0.003654869171130559,0.001246168856824166
29,0.010157393601834486,0.11052325581395353,0.01710008782983924,-0.05858218331723827,0.16125672711360411,0.1655431416571506,0.164206308527474,0.15214262678701354,0.13673685894674661,0.2180852241283896,0.15098896323976707,0.07862976406533574,0.03929443575838139,0.056184872945289045,0.039928592561853264,0.023306176460012866,0.17939804364183598,0.28383040935672516,0.1707321063394683,0.10092207941558193,0.002324901465784311,0.005519639783979718,0.0025326185732031693,0.0012380841894849472
30,0.014666888126084243,0.13389853928148437,0.016791513881613457,-0.05357321257033071,0.1618560637620334,0.16873465859982714,0.1625348405873599,0.15279752291257223,0.14054340980656774,0.20421332562509034,0.13883367139959435,0.08707603069536377,0.03709760404249437,0.060262989914464445,0.04126372508914204,0.022869407213035098,0.17166134468521724,0.2606189113404446,0.1772139536962546,0.09526133051114948,0.0022706297701536662,0.006368310007736126,0.0030879966742476013,0.0011819952221759408
31,0.009883060191074933,0.0997745177940777,0.023289491165138787,-0.05334063342318063,0.16102227687476714,0.1678877134613885,0.1640835243954311,0.15165460084351673,0.13579432168943498,0.21853672812408542,0.14342687247994135,0.06354475350567387,0.03772307172341467,0.05678364389233956,0.040866050434919185,0.02301841720330334,0.18187323821876353,0.2659373348433371,0.18240423467570588,0.10523939112161362,0.0022711138366784574,0.005902697508283816,0.002938229475574348,0.0011251000155968784
32,0.011126550135175023,0.12243663804319554,0.025466916006843643,-0.053582216410591715,0.1606587344052769,0.16819754196642686,0.16201262360766375,0.1536839276456291,0.13881104092282343,0.20455739577384352,0.13676424805423051,0.07528722553662588,0.03991086826704239,0.0562738940204181,0.04048757068174544,0.022480888846333723,0.17381538197326618,0.2702803967685858,0.17849119661808488,0.0961476889976051,0.0023131902814642856,0.00667615716653178,0.004047563556272803,0.0010837046558949508
33,0.015688558860118246,0.08435730858468679,0.016287307808260487,-0.06503668639053252,0.16134493043740356,0.16846705333928216,0.16382874033168726,0.15086264465945742,0.13012467592436716,0.21424935347760993,0.14786665058109139,0.06819537739256047,0.03677242152354964,0.05822520671058827,0.03996581196581196,0.02364616671567773,0.17195032041096608,0.2623786313121466,0.1815461538461538,0.08950737463126841,0.002356364346045133,0.0063421837813904085,0.00315953766777358,0.0011727368346600778
34,0.022006939625260263,0.09708812260536395,0.01771943972835313,-0.05707153741278369,0.16253520814880423,0.16877845962291002,0.16387280380427155,0.15159673040604343,0.14142648025138738,0.21636334559411483,0.13234133790737565,0.07130152456239414,0.03904286206530572,0.05894563613053363,0.04420706992971116,0.022824819115442416,0.17184919463576398,0.25775547703180207,0.1738390038345325,0.10604778691735212,0.0022508855931956673,0.006479462404071736,0.004384341812095731,0.0013257092056857302
35,0.013078304719814138,0.11617819706498944,0.00361974003084381,-0.05870689655172415,0.1602668680582412,0.16990358569619018,0.16031009694309561,0.1521395951261633,0.12630562634518633,0.20794916548489145,0.14736662578568144,0.077743430047091,0.03919949297715504,0.060582816227833056,0.03976088874484596,0.022065749365184396,0.1700580096117066,0.2713474620617478,0.17964020896528482,0.10099784892460438,0.0022603789536106214,0.0056359797185485255,0.00436570891356719,0.001176579929326108
36,0.015807700165090338,0.10865933775708958,0.007745512285706635,-0.0563165103537933,0.16047664500016978,0.16967747077577047,0.16199867374502186,0.15263362672724778,0.13554243241623207,0.1998177852821162,0.14311833354247713,0.07177600250626565,0.03978954840852714,0.06073565103066629,0.04348504670664406,0.022510170794968365,0.1808855937348227,0.2517378787878788,0.1809102009102009,0.08680396132378009,0.002402111746590406,0.0056864454374526835,0.0029816533338391446,0.0012429474915613605
37,0.009779353821907005,0.1102287564900015,0.02190404052358752,-0.06504344683999518,0.16107677197077694,0.16957882508371108,0.16377523606164293,0.151769532102173,0.13818109519106198,0.20022827041264268,0.1407606821932881,0.06503867403314918,0.03756061779124639,0.05999415204678363,0.041141635016040415,0.023368792464934528,0.16901144310235222,0.26653016469745805,0.16160103785103788,0.0872023715786304,0.0021643628304336207,0.005715602273867856,0.0035096081101528218,0.0011893656382236297
38,0.012781929404443698,0.10145448575884425,0.012235483870967762,-0.06676738141650422,0.16059779858299594,0.1670458996105267,0.16354943709554187,0.15300355647566855,0.138137398833051,0.22303170644816528,0.15019658119658116,0.06298966996874504,0.04023035194366441,0.058878003959986026,0.038981306223360365,0.023013142369901,0.1786580093322979,0.25646007151370676,0.1814640324214793,0.08833335585676896,0.002340857065605939,0.005378773546660897,0.004246456401152534,0.0012260790173994618
39,0.0024794143009316816,0.11737468982630278,-0.004531636922551374,-0.06741545127879943,0.161028289039524,0.16606905496011357,0.16342328918322294,0.1518197220635827,0.14175460887493108,0.19064569063926945,0.13613662205895216,0.08011139058569888,0.03895689300772256,0.06219063975955347,0.040710299520684015,0.022803671467603696,0.175324904588174,0.27349414543444395,0.17679151326347586,0.0900466671181515,0.00219579274776404,0.006461686027922832,0.0027423519376628194,0.0013460011267952283
40,0.012170813055982277,0.08616885553470921,0.012167886353852825,-0.06031954887218047,0.1597459002502218,0.16926597761604797,0.16520843585726236,0.1526408541807117,0.14974208064095706,0.21194127368461513,0.1325062146892656,0.07331408838288461,0.038046864089468446,0.05681676256746511,0.042328875638586935,0.02260125046659202,0.17645503649536096,0.28360288115246096,0.17961846611100346,0.10109033168666198,0.002189515714457413,0.005870796232349634,0.0037125226691654897,0.0013654835877133682
41,0.012022267434681988,0.11238297872340419,0.023561719833564504,-0.0489280125195618,0.16199296835760923,0.1690596071003025,0.1654423570403806,0.1519560392734762,0.1391132140964978,0.20480392156862748,0.1406325233162294,0.07777565982404691,0.039226516190526486,0.05714632109431246,0.04002885005484515,0.02413709198121454,0.17435650818876994,0.25843932005959636,0.178984591914569,0.09001606215681147,0.0022402395923813642,0.006068760909944744,0.00347560467213923,0.0011750622063543548
42,0.016757356076759045,0.10272219009061118,0.03164570230607966,-0.057422720751271694,0.16067005495967832,0.16572788266500235,0.16355901106113085,0.15244563246665427,0.1384964472860702,0.20085958485958486,0.14075268817204303,0.0730822578137148,0.0382179152521621,0.05783375755338373,0.04027540940440419,0.022910384511489034,0.18867166980890057,0.2580665640631011,0.17820197936153523,0.09267779931414942,0.002127369891996557,0.006328587483085429,0.003182195433378405,0.0011482220470068576
43,0.016427369546767906,0.09323034450350964,0.022433880147305046,-0.04790697095332361,0.16076735006770332,0.1702083882365573,0.16371958457417657,0.153420537200509,0.14682555043231316,0.2140722891566265,0.14919429375125576,0.0729780428938642,0.03936179936153007,0.056400971436856615,0.042065651390410214,0.024339357802156538,0.17613807982740023,0.24604078533463497,0.1955663850985488,0.09189147448849255,0.0028004909315264004,0.005469281893337664,0.0035092974997907554,0.0013084568505538421
44,0.012123702132410374,0.08989256392212056,0.010949085219065985,-0.061193108974359006,0.1605886801955999,0.16852191098779978,0.16360257828517488,0.1522048423329728,0.13407123876352012,0.22932513661202186,0.13692768959435628,0.07536788124156546,0.03723507366614218,0.05825454118121076,0.040910576351752825,0.023156098359807968,0.17997290139984967,0.2664722914072229,0.17758984490763605,0.10644812937407722,0.0022358798131994,0.006094728279027874,0.0029496115920801466,0.0012082578762130335
45,0.018295058139534914,0.09778050778050773,0.02411353822707643,-0.04841525515904799,0.16106431052137393,0.17103055796115305,0.16407935968588364,0.152165980138743,0.1303049956178791,0.21233766233766233,0.1328187812822754,0.076661397458006,0.039313618229840086,0.05976860656776976,0.04107492175273865,0.022862470313450702,0.17367112199925547,0.26812250090876044,0.17586905187835417,0.10207501029030777,0.0022421486912193624,0.005272251353215761,0.00276973410437803,0.0012639365790885187
46,0.015083465466471047,0.09573801613668725,0.04494822202754009,-0.0605481866750813,0.1604517412779765,0.16854183189863625,0.1648046221582074,0.15202376032380166,0.1422700389062948,0.21264957264957268,0.1586194709512547,0.0768699667131966,0.039281544370703886,0.05974739015943124,0.04037819849299365,0.022441332088390914,0.16167536729062568,0.25830950393407104,0.18897494740868234,0.08792728671732232,0.0021627792996280412,0.006231149575314891,0.0032016315856795673,0.0011863975446099028
47,0.009887969426594534,0.10391445550027639,0.01839174561644122,-0.04511323155216285,0.1609847718182256,0.16696248843334047,0.1644181468190957,0.15164989215581626,0.14601491934922697,0.20848394898856637,0.14513358814207133,0.07685157614337795,0.037921217945091915,0.06165146936088374,0.04067858753691929,0.02174596475107662,0.1671042116199153,0.26503367529625743,0.18699749999999998,0.09977406928935058,0.0022276125290207963,0.0057017580685035756,0.003920730304611535,0.0012807705115397382
48,0.013789289002812177,0.09361524918743233,0.01845238095238097,-0.043147233201580995,0.15994294261232414,0.1651242113564669,0.16174736132600068,0.15223875022500993,0.13317209124963547,0.23224599379142546,0.13539326091285206,0.0727111698612029,0.03921776456385352,0.05683000946602986,0.04130906566780645,0.022823824742529825,0.17678273631658759,0.26810940846927006,0.18133437133262845,0.10672957545486977,0.0028719502827735492,0.0058309104510061854,0.0027083727936069793,0.0013893411483772954
49,0.01905403965935787,0.08564595572963024,0.01369765066394285,-0.05123496503496501,0.16077034643583585,0.16482667957173788,0.16262603721801136,0.15245299697788386,0.14408315441420477,0.23459893048128344,0.14216245538900787,0.0775579322638146,0.03735573708373181,0.05948023183903583,0.044858253315043436,0.02222423658062021,0.18626087366669142,0.26079825897714914,0.1696095787667068,0.0852626893256401,0.002214533287993599,0.005987217803117385,0.003591671174873943,0.0012334568419269214
50,0.014190313892727707,0.11370512820512818,0.01860370194589467,-0.05549431116746187,0.16146676360012127,0.16706023970818135,0.16331150076993495,0.15273737157949932,0.14998996941122253,0.21219565454743966,0.14770136986301374,0.06553802871089519,0.03979160603738457,0.058513035645348085,0.0430000237997961,0.022748538011695907,0.1758748299319728,0.26896364932287953,0.1714617248827775,0.09793466476462195,0.0022346387798929147,0.006255443770258162,0.003403862173419158,0.0012650828518511667
51,0.01912900641025647,0.1130496453900709,0.006348247978436694,-0.04928163353969807,0.15942681462833644,0.16946975556520913,0.16291016308822515,0.15290835654582974,0.1327283653846154,0.2098467144113582,0.1483193555506511,0.06787398713709532,0.04036531522312066,0.05899120919979817,0.042155912295285494,0.023184614249248982,0.16857829759193116,0.2674971461187215,0.16352875586854465,0.09274387275552809,0.0023149717877428075,0.006329310052395863,0.002327100337818841,0.001287497445198748
52,0.012745642796245349,0.09645257172395968,0.022329109062980024,-0.04588410104011886,0.16151678351383797,0.1684364747953507,0.16151972378544435,0.15242085440228856,0.12728332901713307,0.20178533035640453,0.13225652069873173,0.07621408894136167,0.03786281031047618,0.05781950950675117,0.04213321285064957,0.0226898413229436,0.17697841920933452,0.24872247353727184,0.1836860260471665,0.09554913294797687,0.002401811933672591,0.0063000191057041785,0.002634366197183099,0.0014262451156618616
53,0.022623784023574872,0.08525597056806133,0.004107332356359572,-0.058220855440280286,0.1602863244740172,0.16855033826396057,0.16246440779025487,0.1531981637752088,0.15106769292483582,0.21318963557845294,0.16212917242741456,0.07184083025931838,0.038653780047865204,0.0585553997194951,0.04091673119779628,0.022461918461542843,0.1742407639802883,0.2724974902398215,0.17711662459907196,0.0904431139018881,0.00226581883114204,0.006152265294326494,0.00315023959663957,0.0013048057536637469
54,0.019371351987775287,0.10007435597189693,0.01299095371384526,-0.04708544160598957,0.16105065359477125,0.16798088723322369,0.16323766472086437,0.15365573873911764,0.1473394470776213,0.2024825552825553,0.14333697632058287,0.07931402062873218,0.03906821105422025,0.05579898436295304,0.04018835038034886,0.02276193331734229,0.17643230585890404,0.2709006734006733,0.17219085487077535,0.0976116393294881,0.0022665263067437186,0.0062863963921965076,0.0029719828849422737,0.0014510574276671625
55,0.02284039941374727,0.09817714601697947,0.017347096774193632,-0.050695488721804516,0.16154151257974222,0.16610985786777616,0.16267120181405895,0.15094792684629346,0.13599779118695937,0.19764263959390868,0.12479719628458692,0.07600775193798448,0.037990959082223705,0.05786508516101675,0.03980267333224308,0.02179381443298969,0.17565913664394683,0.254156040038393,0.16574955908289238,0.10280593958013315,0.0022485856580857257,0.006518645421145455,0.0030883026311154978,0.0012782836656930509
56,0.014627624517465437,0.09686693147964254,0.00919595288137251,-0.061680194459054136,0.16125714929037735,0.17093034128097243,0.1626214268850146,0.15359674953972977,0.1374829879025084,0.20770291262135923,0.14467287093942055,0.06760101173876387,0.03929318343402731,0.058934978246617795,0.041390255770476087,0.0231117356888838,0.17328603650256624,0.2772871151653364,0.17089262779347553,0.09898353652182976,0.0023354592116997946,0.006125860042824907,0.002343886844872075,0.001186132855914861
57,0.019021257124239105,0.0946695314098629,0.004910296784044255,-0.057738591305601605,0.15976603445893744,0.1696002638817452,0.1615033405753304,0.15287304532202492,0.14235176175733452,0.21621355060034309,0.13467109634551494,0.06317824865193286,0.03955954803498657,0.058476800325252834,0.04077079382791912,0.02290979330210829,0.17511429721395586,0.2668613575201834,0.18923945213022234,0.09679357296471083,0.0023974771512303636,0.007380446189365033,0.002952564051568303,0.0012407503617457988
58,0.01352583237657859,0.0944965391145357,0.020875691100410182,-0.05947188124464743,0.1596293251181266,0.17051054018445325,0.16134092698059915,0.1519674581587395,0.14274240836588023,0.21338636966321928,0.1443220770405566,0.07678145726259807,0.04106390546912218,0.060021107912942503,0.039866864362277196,0.021907183148722552,0.1781840488794825,0.2696840958605665,0.18471794871794872,0.09246076564802563,0.0023434053010048597,0.006693812057986172,0.002735042735042735,0.0012762972321795872
